FEATURES_DESC_006A,FACILITY_CARRIED_007,LAT_016,LONG_017,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,ADT_029,APPR_WIDTH_MT_032,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,CHANNEL_COND_061,CULVERT_COND_062,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,PERCENT_ADT_TRUCK_109,Culvert_Damage,SVCYR,ADT,Reconst,PTRUCK
'E FORK RAINY CREEK      ','BUS LOOP 20 (R)   ',32262846,99392170,1948,4,7070,14,14.7,1.8,20.1,14.7,15.5,7,6,1,0,0,11,1,70,7070,0,11
'Draw                    ','US 84 WB          ',32271269,99480405,1928,2,8490,11.6,11.4,2.4,27.4,11.4,12.2,7,6,1,0,1948,12,1,70,8490,1,12
'LITTLE ELM CREEK        ','US 84 S FR        ',32271165,99481449,1958,2,100,6.7,9.1,2.4,20.7,9.1,9.5,6,6,0,0,0,8,1,60,100,0,8
'LITTLE ELM CREEK BRANCH ','US 84 S FR        ',32271374,99484231,1959,2,180,6.1,9.1,1.5,11.9,9.1,9.5,7,7,0,0,0,10,0,59,180,0,10
'LITTLE ELM CR W RELIEF  ','US 84/IH 20 BUS   ',32271402,99482346,2010,4,10480,28.7,11.9,2.4,18.6,28.7,29.9,7,7,1,0,0,8,0,8,10480,0,8
'INDIAN CREEK            ','BUS LP 20 (O)     ',32272808,99524293,1928,2,390,10.4,11.6,1.8,10.4,10.4,12.1,7,6,0,0,1945,20,1,73,390,1,20
'Draw                    ','SH 351            ',32282852,99432434,1927,5,14450,20.7,20.7,2.4,11,20.7,23.9,7,6,1,0,1966,7,1,52,14450,1,7
'Buck Creek Branch       ','SH 351            ',32293889,99395438,1927,2,5060,12.8,12.8,1.8,16.8,12.8,14.4,7,6,0,0,1963,11,1,55,5060,1,11
'DRAW                    ','US 83/US 277      ',32303232,99451161,1957,4,9120,21.9,11,2.1,7,0,0,7,6,1,0,1981,13,1,37,9120,1,13
'Draw                    ','US 83 / US 277    ',32294921,99453186,1957,8,9440,37.8,11,2.4,13.1,0,0,7,6,1,0,1970,13,1,48,9440,1,13
'ELM CREEK RELIEF        ','US 83             ',32280161,99465237,1957,4,32600,22.6,11.3,2.1,11.3,22.6,39.9,8,7,1,0,1981,5,0,37,32600,1,5
'Elm Creek Relief        ','US 83 / US 277    ',32275910,99465424,1957,4,32600,25,13.6,2.1,11.6,0,0,8,7,1,0,1959,5,0,59,32600,1,5
'Elm Creek Relief        ','US 83 / US 277    ',32275617,99465644,1957,6,32600,25.6,14.5,2.1,11.6,0,0,7,7,1,0,1964,5,0,54,32600,1,5
'ELM CREEK RELIEF        ','US 83/US 277      ',32291679,99455611,1959,4,9440,24.1,13.1,2.4,12.8,0,0,7,6,1,0,1981,13,1,37,9440,1,13
'ELM CREEK RELIEF        ','US 83/US 277      ',32291180,99455987,1959,4,9440,23.8,12.8,2.4,12.8,0,0,8,7,1,0,1981,13,0,37,9440,1,13
'ELM CREEK RELIEF        ','US 83 SB FR       ',32291246,99460125,1961,2,990,8.5,11.1,2.4,12.8,11.1,11.7,7,7,0,0,2008,15,0,10,990,1,15
'Draw                    ','US 83 BUS         ',32301310,99441641,1930,5,5630,20.7,21.9,1.8,21,21.9,22.3,8,7,1,0,1990,18,0,28,5630,1,18
'DRAW                    ','US 83 BUS (D)     ',32255749,99434311,1949,5,14990,20.7,21.9,1.5,10.4,21.9,22.3,7,6,1,0,0,13,1,69,14990,0,13
'DRAW                    ','US 83 BUS (D)     ',32252826,99440277,1949,5,14990,20.7,21.9,1.5,8.8,21.9,22.3,5,7,1,0,0,13,0,69,14990,0,13
'DRAW                    ','US 83 BUS         ',32300464,99440876,1957,5,5630,20.7,21.9,1.8,8.2,21.9,22.3,8,7,1,0,1990,18,0,28,5630,1,18
'DRAW                    ','US 83 BUS (D)     ',32244289,99443268,1929,5,16700,20.7,21.9,3,7.3,21.9,22.3,7,7,1,0,1949,13,0,69,16700,1,13
'BUTTONWILLOW CREEK      ','US 83 BUS (D)     ',32234402,99443268,1925,5,12200,20.7,21.9,3,13.7,21.9,22.6,6,6,1,0,1959,13,1,59,12200,1,13
'DRAW                    ','US 83 BUS (D)     ',32282307,99433664,1950,5,15260,20.7,21.9,1.5,8.8,21.9,22.3,7,7,1,0,1964,13,0,54,15260,1,13
'CEDAR CREEK RELIEF      ','US 83 / US 84     ',32181651,99452992,1929,4,9800,23.8,12.2,3,6.4,0,0,6,6,1,0,2000,13,1,18,9800,1,13
'CEDAR CREEK RELIEF      ','US 83 / US 84     ',32180588,99453093,1929,4,9800,23.2,12.2,3,9.8,23.8,35.1,7,6,1,0,2000,13,1,18,9800,1,13
'DRAW                    ','US 83 / US 84     ',32143075,99453435,1929,4,9800,23.2,11.6,1.5,8.5,23.2,36.2,6,6,1,0,1994,13,1,24,9800,1,13
'ELM CREEK RELIEF        ','US 83 & FRTG RDS  ',32245804,99464426,1959,10,24910,54.3,17.1,1.5,6.7,0,0,6,6,1,0,1972,6,1,46,24910,1,6
'CATCLAW CREEK           ','US 83 AND FRTG RDS',32244166,99462396,1959,11,24910,53.6,17.1,2.4,7.6,0,0,7,6,1,0,1972,6,1,46,24910,1,6
'BUTTONWILLOW CREEK      ','US 83 AND FRTG RDS',32233503,99445283,1959,9,34090,45.7,14,3,11,0,0,7,6,1,0,0,13,1,59,34090,0,13
'DRAW                    ','US 83 ML & FR RDS ',32210961,99443336,2002,8,24250,42.7,11.6,1.5,8.2,0,0,6,7,1,0,0,7,0,16,24250,0,7
'JIM NED CREEK           ','US 83             ',32120931,99475396,1929,2,3420,12.2,11.3,3,16.5,11.3,12,7,5,1,0,1947,14,1,71,3420,1,14
'DRAW                    ','US 83             ',32112383,99481620,1927,2,3420,12.2,12.9,3.7,7.6,12.9,14.5,7,6,1,0,1957,14,1,61,3420,1,14
'DRAW                    ','US 83             ',32092424,99495220,1957,2,2900,12.8,13,2.4,7.6,0,0,7,7,1,0,0,14,0,61,2900,0,14
'E FORK JIM NED CREEK    ','US 84             ',32111283,99450387,1925,4,4140,14.6,20.4,3,20.4,20.4,21.3,6,7,1,0,2008,13,0,10,4140,1,13
'E FORK JIM NED CREEK    ','US 84             ',32110589,99450393,1925,4,4140,14.6,20.4,3,13.1,20.4,21.3,6,7,1,0,2008,13,0,10,4140,1,13
'Draw                    ','SH 36             ',32205822,99382463,1938,2,2980,13.4,13.4,1.2,9.8,0,0,6,7,0,0,1939,15,0,79,2980,1,15
'Draw                    ','SH 36             ',32223833,99391691,1945,2,2980,13.4,13.4,1.8,10.1,0,0,7,7,0,0,1973,15,0,45,2980,1,15
'Cedar Creek Relief      ','SH 36             ',32261176,99431895,1927,5,13560,19.5,19.5,1.8,10.4,19.5,22.3,7,6,1,0,1961,25,1,57,13560,1,25
'DRAINAGE CANAL          ','SH 36             ',32261105,99414395,1953,6,3000,21.9,29,1.5,6.4,0,0,7,7,1,0,1969,10,0,49,3000,1,10
'EAST SPRING CREEK       ','US 277            ',32091640,100055965,1941,2,1910,12.2,12.7,3,22.9,12.7,13.4,7,6,0,0,1986,22,1,32,1910,1,22
'TIPPETT CREEK           ','US 277            ',32204954,99524017,1941,2,3340,13.4,13.4,2.4,10.4,0,0,6,7,0,0,1980,16,0,38,3340,1,16
'DRAW                    ','SH 153            ',32062378,100085220,1944,2,1650,10.7,16.5,2.4,10.4,10.7,16.9,8,6,0,0,1983,18,1,35,1650,1,18
'DRAW                    ','SH 153            ',32050303,100075368,1946,2,1530,10.4,16.5,1.5,6.7,10.4,16.9,7,7,0,0,1983,17,0,35,1530,1,17
'DRAW                    ','FM 707            ',32210884,99490409,1942,2,1460,11.9,11.9,1.5,11.6,11.9,14.7,7,7,0,0,2001,16,0,17,1460,1,16
'DRAW                    ','FM 707            ',32210883,99485591,1942,2,1460,11.6,11.6,1.5,10.1,11.6,14,7,7,0,0,2001,16,0,17,1460,1,16
'DRAW                    ','FM 707            ',32210882,99484894,1942,2,1460,11.9,11.9,1.5,11.6,11.9,14.1,7,7,0,0,2001,16,0,17,1460,1,16
'DRAW                    ','FM 707            ',32210825,99464542,1942,2,1340,11.6,12.2,1.5,8.2,12.2,14.4,7,6,0,0,2001,19,1,17,1340,1,19
'CATCLAW CREEK           ','FM 707            ',32210825,99464542,1942,2,4150,14.6,17.5,2.4,7.6,17.5,18.3,7,7,0,0,1986,14,0,32,4150,1,14
'BUTTONWILLOW CREEK      ','FM 707            ',32210716,99453286,1942,2,5010,13.4,13.6,1.8,18,13.6,14.4,6,7,0,0,1986,14,0,32,5010,1,14
'DRAW                    ','FM 707            ',32211849,99500528,1952,2,1460,11.6,11.6,1.5,6.7,11.6,16.2,7,6,0,0,2001,16,1,17,1460,1,16
'CEDAR CREEK             ','FM 707            ',32212798,99434276,1962,2,4390,11.6,16.8,3,25.9,16.8,17.5,6,7,0,0,2000,15,0,18,4390,1,15
'DRAW                    ','FM 1235           ',32274247,100002964,1951,2,510,6.7,10.4,1.5,10.1,6.7,10.8,6,5,0,0,0,22,1,67,510,0,22
'MULBERRY CREEK          ','FM 1235           ',32252816,99592483,1955,2,160,7.3,9.3,3,29.9,9.3,10.1,7,6,0,0,2016,36,1,2,160,1,36
'DRAW                    ','FM 1235           ',32225543,99541453,1956,2,280,6.1,7.9,2.4,10.4,6.1,8.3,7,6,0,0,0,31,1,62,280,0,31
'DRAW                    ','FM 1235           ',32223497,99540830,1956,2,280,6.1,7.9,2.4,10.4,6.1,8.3,7,7,0,0,0,31,0,62,280,0,31
'LITTLE ELM CREEK        ','FM 1235           ',32212120,99534413,1956,2,280,7.9,11.6,1.8,9.8,7.9,12,7,7,0,0,1976,31,0,42,280,1,31
'DRAW                    ','FM 1235           ',32210483,99533914,1956,2,410,7.3,11.6,2.4,7.6,7.3,12,7,7,0,0,1976,24,0,42,410,1,24
'DRAW                    ','FM 1235           ',32240406,99571035,1957,2,190,6.7,9.8,2.4,11,6.7,10.2,6,6,0,0,0,32,1,61,190,0,32
'DRAW                    ','FM 1235           ',32240976,99564427,1957,2,190,6.1,9.8,2.7,8.5,6.1,10.2,7,6,0,0,0,32,1,61,190,0,32
'DRAW                    ','FM 1235           ',32241574,99561726,1957,2,190,6.7,9.8,2.4,15.5,6.7,10.2,7,6,0,0,0,32,1,61,190,0,32
'TIPPETT CREEK           ','FM 1235           ',32195582,99523937,1976,2,210,6.7,6.7,1.8,7.9,6.7,10.8,7,7,0,0,2007,26,0,11,210,1,26
'ELM CREEK               ','FM 1235           ',32180525,99493237,1976,2,250,9.1,9.1,3,13.4,9.1,13.6,7,7,0,0,2008,25,0,10,250,1,25
'DRAW                    ','FM 707            ',32241507,99513592,1943,2,1560,11.6,12.8,1.8,8.2,11.6,13.4,7,7,0,0,2005,15,0,13,1560,1,15
'DRAW                    ','FM 707            ',32240304,99512249,1943,2,1560,11.6,13.4,1.8,6.1,11.6,14,7,6,0,0,2005,15,1,13,1560,1,15
'LITTLE ELM CREEK        ','FM 707            ',32233020,99511123,2005,2,1780,12.5,12.1,3,13.1,12.1,12.8,7,7,0,0,0,13,0,13,1780,0,13
'BULL WAGON CREEK        ','FM 707            ',32295613,99530499,1952,2,1450,7.9,9.8,2.4,12.8,8.5,10.2,6,6,0,0,1960,21,1,58,1450,1,21
'INDIAN CREEK            ','FM 707            ',32274464,99522578,1960,2,1550,7.9,12.8,1.8,7.9,8.5,13.2,7,7,0,0,2001,38,0,17,1550,1,38
'DRAW                    ','FM 89             ',32163074,99500451,1955,2,930,10.4,10.4,2.7,26.2,0,0,6,7,0,0,1967,17,0,51,930,1,17
'CATCLAW CREEK           ','FM 89             ',32220573,99464182,1962,5,11510,19.5,19.8,2.4,15.5,19.8,23,6,7,0,0,1981,6,0,37,11510,1,6
'SCOTT HOLLOW            ','FM 89             ',32134534,99541277,1969,2,320,9.1,9.1,1.8,11.9,9.1,16.2,6,7,0,0,2001,23,0,17,320,1,23
'JORDAN HOLLOW           ','FM 89             ',32133815,99543669,1969,2,320,9.1,9.2,2.4,12.8,9.2,15.6,6,7,0,0,2001,23,0,17,320,1,23
'ELM CREEK               ','FM 89             ',32135648,99555133,1969,2,320,9.1,9.5,3,14.9,9.5,10.2,6,6,0,0,2001,23,1,17,320,1,23
'SMITH DRAW              ','FM 89             ',32140740,99555839,1969,2,320,9.1,9.1,2.1,9.4,9.1,16.9,6,8,0,0,2001,23,0,17,320,1,23
'HORSE FALLS CREEK       ','FM 89             ',32145514,99571207,1969,2,320,9.1,9.4,2.7,10.1,9.4,20.5,6,7,0,0,2001,23,0,17,320,1,23
'CEDAR CREEK             ','FM 89             ',32145930,99575126,1969,2,320,9.1,9.1,3,6.4,0,0,5,6,0,0,0,23,1,49,320,0,23
'CEDAR CREEK RELIEF      ','FM 89             ',32145923,99575367,1969,2,320,9.1,9,2.4,15.5,9,15,7,7,0,0,2001,23,0,17,320,1,23
'DRAW                    ','FM 126            ',32261176,100033321,1940,2,220,7.3,11.4,1.5,6.7,8.5,12,8,7,0,0,1968,32,0,50,220,1,32
'DRAW                    ','FM 126            ',32195475,100072126,1954,2,70,6.7,7.9,3,9.4,7.9,8.3,7,7,0,0,0,37,0,64,70,0,37
'NUBIA CREEK             ','FM 126            ',32205785,100055700,1954,2,180,7.3,7.9,2.1,6.7,7.9,8.3,7,7,0,0,0,31,0,64,180,0,31
'DRAW                    ','FM 126            ',32210090,100054112,1954,2,180,7.3,8.5,2.1,6.4,8.5,8.9,7,7,0,0,0,31,0,64,180,0,31
'MULBERRY CREEK          ','FM 126            ',32225733,100040950,1954,2,180,7.3,7.9,3,22.6,7.9,8.3,6,6,0,0,0,31,1,64,180,0,31
'NUBIA CREEK             ','FM 126            ',32220090,100034994,1954,2,180,7.3,7.9,2.7,20.1,7.9,8.3,7,5,0,0,0,31,1,64,180,0,31
'TWOMILE CREEK           ','FM 604            ',32083585,99405049,1962,2,150,6.7,9.8,2.7,17.4,9.8,10.2,5,6,0,0,0,19,1,56,150,0,19
'DRAW                    ','FM 614            ',32102789,99465670,1962,2,120,6.7,9.8,1.8,8.2,9.8,10.2,7,7,0,0,0,31,0,56,120,0,31
'NORTH JIM NED CREEK     ','FM 614            ',32102734,99452278,1968,2,120,6.7,8.5,3,12.8,8.5,8.9,6,6,0,0,0,31,1,50,120,0,31
'RED BANK CREEK          ','FM 382            ',32083189,99474810,1959,2,190,9.1,9.8,1.5,6.7,9.8,10.2,7,6,0,0,0,29,1,59,190,0,29
'BUFFALO CREEK           ','FM 382            ',32054625,99461472,1959,2,440,6.7,9.8,2.1,13.7,9.8,10.2,7,7,0,0,0,22,0,59,440,0,22
'RED BANK CREEK          ','FM 382            ',32073761,99461404,1989,2,440,7.3,8.6,3,9.8,8.6,14.4,7,7,0,0,0,22,0,29,440,0,22
'DRAW                    ','FM 1086           ',32074291,100035434,1956,2,40,6.1,7.9,1.5,6.7,7.9,8.3,6,7,0,0,0,35,0,62,40,0,35
'NOODLE CREEK            ','FM 1085           ',32285732,100073484,1954,2,230,6.1,7.9,2.4,24.1,7.9,8.3,7,6,0,0,0,26,1,64,230,0,26
'DRAW                    ','FM 1085           ',32260968,100054772,1959,2,120,6.1,9.8,2.4,10.4,9.8,10.2,7,6,0,0,0,26,1,59,120,0,26
'LYTLE CREEK             ','FM 1750           ',32194257,99390036,1955,2,1360,12.2,13.3,3,15.2,13.3,14,6,7,0,0,1988,19,0,30,1360,1,19
'DRAW                    ','FM 204            ',32191675,99425800,2005,2,1790,12.5,12.2,2.7,18,12.2,15.2,7,7,0,0,0,14,0,13,1790,0,14
'DRAW                    ','FM 204            ',32191672,99424924,2005,2,1300,12.2,12.2,1.8,8.2,12.2,17.4,7,7,0,0,0,10,0,13,1300,0,10
'DRAW                    ','FM 204            ',32192929,99423011,2005,2,1790,12.2,12.2,2.1,18.9,12.2,16.8,7,7,0,0,0,14,0,13,1790,0,14
'CEDAR CREEK             ','FM 204            ',32191655,99444545,2005,2,1790,12.2,12.9,3,26.5,12.9,13.6,6,7,0,0,0,14,0,13,1790,0,14
'DRAW                    ','FM 204            ',32191675,99440969,2005,2,1790,12.5,12.5,1.8,7.9,12.5,20.4,7,7,0,0,0,14,0,13,1790,0,14
'DRAW                    ','FM 600            ',32301464,99432315,1959,2,3230,12.8,17.7,1.5,6.7,17.7,18.1,7,7,0,0,1975,19,0,43,3230,1,19
'Little Elm Crk W Relief ','BUS 20 EBFR       ',32271127,99482322,1955,2,6690,12.2,12.2,2.4,20.4,0,0,7,7,0,0,2010,11,0,8,6690,1,11
'DRAW                    ','FM 3438           ',32253906,99483060,1986,5,12630,19.5,19.5,3,12.8,19.5,27.1,6,7,1,0,0,9,0,32,12630,0,9
'DRAINAGE DITCH          ','FM 3438           ',32252599,99483060,1986,5,12630,19.5,19.5,2.1,9.4,19.5,28,7,7,1,0,0,9,0,32,12630,0,9
'SNEED DRAW              ','FM 2405           ',32052418,99591462,1958,2,140,6.1,10.4,2.4,7.6,10.4,10.8,7,7,0,0,0,24,0,60,140,0,24
'RAINY CREEK RELIEF      ','LOOP 322          ',32270754,99405970,1963,4,9140,25,13.4,2.4,21,0,0,7,6,1,0,2001,9,1,17,9140,1,9
'RAINY CREEK RELIEF      ','LOOP 322          ',32270557,99405996,1963,4,9140,25,13.4,2.1,13.7,0,0,7,7,1,0,2001,9,0,17,9140,1,9
'DRAINAGE DITCH          ','LOOP 322          ',32234339,99430846,1969,4,14180,23.8,11.9,1.5,8.2,23.8,46.5,7,6,1,0,1997,18,1,21,14180,1,18
'DRAINAGE DITCH          ','LOOP 322 E FRTG RD',32234290,99430722,1981,2,5800,8.8,9.6,1.5,8.2,9.6,13.8,7,6,0,0,2014,8,1,4,5800,1,8
'DRAINAGE DITCH          ','LOOP 322 W FRTG RD',32234382,99430962,1981,2,5800,8.5,9.1,1.5,8.2,9.1,14.8,7,7,0,0,2014,8,0,4,5800,1,8
'BUCK CREEK              ','FM 2833           ',32303725,99412675,1965,2,3190,13.4,15.4,2.7,8.5,0,0,7,7,0,0,2014,19,0,4,3190,1,19
'DRAW                    ','FM 2833           ',32285815,99412666,1965,2,3190,13.4,15.9,1.8,7,15.9,16.9,8,7,0,0,2014,19,0,4,3190,1,19
'DRAW                    ','FM 89             ',32170126,100034536,1966,2,210,9.1,12.2,1.5,8.2,9.1,12.6,8,7,0,0,2014,27,0,4,210,1,27
'DRAINAGE DITCH          ','FM 2035           ',32232990,100062172,1971,2,170,6.1,10.4,1.5,6.7,10.4,10.8,7,7,0,0,0,30,0,47,170,0,30
'DRAW                    ','FM 3308           ',32303081,99431073,1976,2,670,6.4,6.4,1.5,6.7,10.4,10.8,8,7,0,0,0,14,0,42,670,0,14
'LYTLE CREEK             ','POTOSI RD (CR 107)',32201433,99392483,1992,2,480,6.1,8.4,4.6,22.6,8.4,9.1,7,7,0,0,0,0,0,26,480,0,0
'LYTLE CRK TRIB          ','POTOSI RD (CR 107)',32204838,99392491,1989,2,460,6.1,8.4,4.6,18,8.4,9.1,6,7,0,0,0,0,0,29,460,0,0
'CEDAR CREEK             ','BACACITA FARMS RD ',32205911,99433140,1987,2,330,6.1,8.4,3,9.4,8.4,9.1,7,7,0,0,0,0,0,31,330,0,0
'CEDAR CREEK             ','CR 149            ',32163897,99460421,1999,2,60,6.1,7,3,9.4,7,7.8,6,7,0,0,0,0,0,19,60,0,0
'FLAG CREEK              ','CR 184            ',32084036,99583948,2001,2,50,7.3,7.2,2.7,17.4,7.2,7.9,8,7,0,0,0,1,0,17,50,0,1
'FLAG CREEK              ','CR 184            ',32091417,99591451,1999,2,50,6.1,7.1,1.5,6.7,7.1,7.8,7,8,0,0,0,2,0,19,50,0,2
'ELMONT CREEK            ','CR 184            ',32100506,99582563,2002,2,50,6.1,7.1,2.4,11.6,7.1,7.8,7,7,0,0,0,0,0,16,50,0,0
'BLUFF CREEK             ','CR 186            ',32071424,99591444,1997,2,50,5.5,7.1,3,9.4,7.1,7.8,6,7,0,0,0,2,0,21,50,0,2
'SALT CREEK              ','CR 619            ',32050564,99584050,2003,2,50,7.3,7.3,4.3,13.7,7.3,8,7,7,0,0,0,0,0,15,50,0,0
'DRY CREEK               ','BELL PLAINS(CR255)',32180556,99485032,2009,2,100,6.7,6.6,3,6.4,6.6,6.7,7,7,0,0,0,5,0,9,100,0,5
'LITTLE ELM CRK TRIB     ','CR 318            ',32221668,99520291,2010,2,240,5.5,7.3,2.7,16.5,7.3,7.9,8,7,0,0,0,2,0,8,240,0,2
'ELM CREEK               ','CR 339            ',32200897,99481241,1995,2,50,6.7,7.1,3,10.4,7.1,7.9,6,7,0,0,0,2,0,23,50,0,2
'MULBERRY CREEK          ','CR 344            ',32221925,100061945,1989,2,50,6.1,7.1,3,9.8,7.1,7.9,5,7,0,0,0,0,0,29,50,0,0
'MULBERRY CRK TRIB       ','CR 344            ',32215331,100061983,2009,2,50,6.1,7.3,2.1,6.7,7.3,7.9,7,8,0,0,0,2,0,9,50,0,2
'DRAW                    ','CR 345            ',32222079,100061642,2009,2,50,6.7,7.2,2.1,6.7,7.2,7.9,7,7,0,0,0,2,0,9,50,0,2
'DRAW                    ','CR 345            ',32222082,100061028,2003,2,50,7.3,7.2,2.7,9.8,7.2,7.9,7,7,0,0,0,0,0,15,50,0,0
'NOODLE CREEK            ','CR 365            ',32300095,100064834,1997,2,180,6.1,7,3,11,7,7.8,6,7,0,0,0,2,0,21,180,0,2
'NOODLE CREEK            ','NOODLE DOME RD    ',32303966,100055543,2003,2,60,5.5,7.1,3,15.9,7.1,7.8,6,7,0,0,0,0,0,15,60,0,0
'BITTER CREEK DRAW       ','CO RD 408         ',32310654,99592059,2003,2,360,5.5,7.1,2.1,9.1,7.1,7.8,8,7,0,0,0,0,0,15,360,0,0
'BITTER CREEK DRAW       ','CO RD 409         ',32300210,99594133,1983,2,70,6.1,7.3,2.4,12.8,7.3,8.1,7,7,0,0,0,0,0,35,70,0,0
'CAT CLAW CREEK          ','AMBLER AVE        ',32282800,99445494,1958,5,13330,18.3,18.3,3,22.3,18.3,22,7,6,1,0,0,5,1,60,13330,0,5
'RAINY CREEK             ','EAST NORTH 10TH ST',32273508,99414843,1983,2,3140,7.3,19.5,3,16.2,19.5,21.3,7,7,0,0,0,0,0,35,3140,0,0
'CAT CLAW CREEK          ','N 1ST ST          ',32270243,99450873,1952,5,12320,17.1,17.1,3,19.2,17.1,20.8,7,6,0,0,0,10,1,66,12320,0,10
'CAT CLAW CREEK          ','N 3RD ST          ',32271102,99450288,1955,2,5230,12.2,12.2,3,17.4,12.2,15.9,7,7,0,0,0,3,0,63,5230,0,3
'CAT CLAW CREEK          ','N 6TH ST          ',32271877,99450145,1953,2,5420,11,11,2.7,15.5,11,14.7,7,6,0,0,0,3,1,65,5420,0,3
'CAT CLAW CREEK          ','N 10TH ST         ',32274109,99450491,1967,4,11131,15.9,15.9,3,19.5,15.9,19.6,7,6,0,0,0,0,1,51,11131,0,0
'CAT CLAW CREEK          ','N 12TH ST         ',32274744,99450502,1952,2,6370,9.1,9.1,2.7,20.4,9.1,12.9,7,6,0,0,0,2,1,66,6370,0,2
'CAT CLAW CREEK          ','N 18TH ST         ',32281217,99445898,1952,2,5050,9.1,9.1,2.4,22.3,9.1,12.9,7,6,0,0,0,2,1,66,5050,0,2
'CAT CLAW CREEK          ','STATE ST          ',32273237,99450204,1965,2,1050,11,11,3,19.2,11,14.7,7,7,0,0,0,2,0,53,1050,0,2
'CAT CLAW CREEK          ','VOGEL ST          ',32284366,99450223,1965,2,3170,11,12.2,3,19.8,12.2,14.7,6,6,0,0,0,5,1,53,3170,0,5
'ELM CREEK               ','ANTILLEY RD       ',32222266,99472620,1982,2,1020,7.3,10.2,3,18.6,10.2,11,6,6,0,0,0,2,1,36,1020,0,2
'CAT CLAW CREEK          ','ANTILLEY RD       ',32222342,99463847,1983,5,1740,19.8,19.6,2.4,15.5,19.6,25.6,7,7,0,0,1997,2,0,21,1740,1,2
'BUTTONWILLOW CREEK      ','ANTILLEY RD       ',32222322,99455120,1944,5,7490,20.1,20,1.8,11.9,20,20.5,7,7,0,0,1981,0,0,37,7490,1,0
'CAT CLAW CREEK          ','BARROW ST         ',32263388,99452916,1956,5,16738,19.5,19.6,2.7,18,19.6,23.3,7,7,1,0,1984,0,0,34,16738,1,0
'BUTTONWILLOW CREEK      ','HARDWICK RD       ',32213699,99453473,1999,2,700,7.6,12.2,2.7,26.8,12.2,12.9,8,7,0,0,0,2,0,19,700,0,2
'CAT CLAW CREEK          ','HIGH MEADOWS DR   ',32245140,99461816,1967,2,1580,11,11,3,14.9,11,14.6,7,7,0,0,0,0,0,51,1580,0,0
'CAT CLAW CREEK          ','S 20TH ST         ',32252985,99460013,1957,2,2530,12.2,12.2,2.4,15.9,12.2,16,7,7,0,0,0,2,0,61,2530,0,2
'CAT CLAW CREEK          ','REBECCA LANE      ',32234079,99463666,1991,5,6760,17.1,17.1,3,20.1,0,0,7,6,1,0,0,0,1,27,6760,0,0
'DRAINAGE DITCH          ','REBECCA LANE      ',32234830,99473522,1991,5,6000,19.5,19.5,3,12.8,0,0,8,6,1,0,0,0,1,27,6000,0,0
'DRAINAGE DITCH          ','REBECCA LANE      ',32240361,99475611,1991,5,6000,19.5,19.5,2.7,20.4,19.5,22.3,8,7,1,0,0,0,0,27,6000,0,0
'LYTLE LAGOON OUTLET     ','SHORELINE DR      ',32253118,99420474,1997,2,1050,6.7,9.1,2.4,7.6,9.1,9.1,8,7,0,0,0,2,0,21,1050,0,2
'CAT CLAW CREEK          ','S 3RD ST          ',32265096,99451706,1955,2,2170,11,11,2.7,17.4,11,14.8,7,6,0,0,0,1,1,63,2170,0,1
'CAT CLAW CREEK          ','S 5TH ST          ',32264419,99451798,1955,2,370,11,11,3,18.6,11,14.7,8,6,0,0,0,2,1,63,370,0,2
'LITTLE ELM CREEK        ','S 7TH ST          ',32263915,99475225,1965,4,6410,19.5,19.5,3,16.2,19.5,23.3,6,6,0,0,0,5,1,53,6410,0,5
'CAT CLAW CREEK          ','S 7TH STREET      ',32263752,99452292,1928,2,7530,12.2,12.3,3,19.5,12.3,16.2,7,6,0,0,1965,0,1,53,7530,1,0
'CAT CLAW CREEK          ','S 9TH ST          ',32262175,99453908,1955,2,600,9.1,9.2,2.7,15.5,9.2,12.3,7,6,0,0,0,2,1,63,600,0,2
'CAT CLAW CREEK          ','S 11TH ST         ',32261477,99454206,1928,2,2670,9.1,9.5,3,19.5,9.5,12.2,7,6,0,0,1980,8,1,38,2670,1,8
'CAT CLAW CREEK          ','S 14TH STREET     ',32255620,99455786,1964,5,21200,18.3,18.3,1.8,15.9,18.3,20.9,7,6,1,0,0,0,1,54,21200,0,0
'CAT CLAW CREEK          ','S 23RD ST         ',32251739,99455869,1959,2,2110,12.2,12.2,2.4,15.9,12.2,15.9,6,7,0,0,0,2,0,59,2110,0,2
'CAT CLAW CREEK          ','S 27TH STREET     ',32250454,99460478,1963,5,14840,19.5,19.5,2.7,14.6,19.5,23.3,6,6,0,0,0,0,1,55,14840,0,0
'CAT CLAW CREEK          ','WILLIS ST         ',32260471,99455048,1950,2,6960,10.7,10.7,3,19.5,10.7,14.4,7,6,0,0,0,1,1,68,6960,0,1
'CAT CLAW CREEK          ','CAT CLAW DR       ',32242411,99463056,1984,4,7700,14.6,14.6,3,16.8,14.6,16.5,7,7,0,0,0,10,0,34,7700,0,10
'BITTER CREEK DRAW       ','N 2ND ST          ',32281390,100001239,1997,2,130,6.1,7.1,2.1,9.1,7.1,7.8,8,7,0,0,0,2,0,21,130,0,2
