FEATURES_DESC_006A,FACILITY_CARRIED_007,LAT_016,LONG_017,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,ADT_029,APPR_WIDTH_MT_032,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,CHANNEL_COND_061,CULVERT_COND_062,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,PERCENT_ADT_TRUCK_109,Culvert_Damage,SVCYR,ADT,Reconst,PTRUCK
'DEEP CREEK              ','US 84 WB          ',32510507,101003911,1966,2,5028,11,12,2.4,9.1,12,15.6,6,7,1,0,0,26,0,52,5028,0,26
'DRAW                    ','US 84             ',32503654,101000375,1934,4,10056,21.9,13.4,1.5,7.3,0,0,7,7,1,0,1970,26,0,48,10056,1,26
'DRAW                    ','US 84             ',32492979,100585395,1966,4,10404,21.9,12.2,1.8,6.7,0,0,7,7,1,0,1970,26,0,48,10404,1,26
'DEEP CREEK              ','US 84             ',32483494,100582007,1941,4,10404,23.2,12.2,2.7,9.1,0,0,7,7,1,0,1978,26,0,40,10404,1,26
'DEEP CREEK              ','US 84 EB          ',32482774,100581492,1934,2,5202,11.6,12.5,2.4,21,12.5,14.3,7,7,1,0,1954,26,0,64,5202,1,26
'DRAW                    ','US 84             ',32471566,100570583,1963,4,10160,23.2,11.6,1.8,9.4,0,0,7,7,1,0,1978,26,0,40,10160,1,26
'SMITH CREEK             ','US 84 EB          ',32454487,100555791,1963,2,5080,11.6,14,2.7,14.6,14,14.6,7,6,1,0,0,26,1,55,5080,0,26
'SMITH CREEK             ','US 84 WB          ',32454451,100555859,1963,2,5080,11.6,13.4,2.7,14.9,13.4,14.6,7,6,1,0,0,26,1,55,5080,0,26
'DRAW                    ','US 84 EFR         ',32440409,100543579,1963,2,1120,6.1,6.4,2.4,22.3,6.4,11.5,7,7,0,0,0,29,0,55,1120,0,29
'DRAW                    ','US 84 ML          ',32440283,100543438,1963,4,10160,23.2,13.4,2.4,22.3,0,0,7,7,1,0,0,26,0,55,10160,0,26
'DRAW                    ','US 84 WFR         ',32440156,100543336,1963,2,800,7.9,7.8,2.4,22.3,0,0,7,7,0,0,0,29,0,55,800,0,29
'DEEP CREEK              ','US 84 WB          ',32482672,100581541,1966,2,5202,11.6,12.2,2.4,29.6,12.2,15.9,7,7,1,0,0,26,0,52,5202,0,26
'HORSE HOLLOW            ','US 84             ',32411352,100505617,1935,4,9280,23.5,12.2,3,10.1,0,0,7,6,1,0,1961,28,1,57,9280,1,28
'DRAW                    ','US 84             ',32405331,100493441,1935,4,9280,23.8,11.9,1.2,7.3,0,0,7,7,1,0,1978,28,0,40,9280,1,28
'DRAW                    ','US 84 EFR         ',32430918,100525306,1962,2,3200,6.7,6.9,2.4,15.9,6.9,9.8,5,6,0,0,0,36,1,56,3200,0,36
'DRAW                    ','US 84 ML          ',32430752,100525361,1962,4,7980,23.8,13.7,2.4,18,0,0,7,7,1,0,0,28,0,56,7980,0,28
'DRAW                    ','US 84             ',32425594,100524080,1962,4,7980,22.6,11.6,1.5,9.8,0,0,7,7,1,0,1978,28,0,40,7980,1,28
'DRAW                    ','US 84             ',32420621,100515821,1962,4,10430,25.6,12.8,2.4,13.4,0,0,6,7,1,0,0,28,0,56,10430,0,28
'DRAW                    ','BUS 84            ',32452915,100560722,1934,2,490,8.5,8.5,3,12.8,8.5,12.7,8,7,0,0,0,30,0,84,490,0,30
'DRAW                    ','BUS 84            ',32415078,100521823,1935,2,2500,12.5,15.2,2.1,11.6,15.2,15.6,6,7,0,0,1961,16,0,57,2500,1,16
'DRAW                    ','BUS 84            ',32422089,100530447,1935,4,5000,20.7,20.7,2.1,20.7,20.7,24,6,6,1,0,1956,36,1,62,5000,1,36
'DRAW                    ','BUS 84            ',32430137,100543502,1950,4,7670,17.1,17.2,1.2,8.2,17.2,21.8,6,6,1,0,0,14,1,68,7670,0,14
'S FORK OF DEEP CREEK    ','US 180            ',32434295,101002821,1940,2,1740,12.8,12.8,1.8,33.8,12.8,26.6,7,6,0,0,1970,36,1,48,1740,1,36
'DRAW                    ','US 180            ',32434167,100592561,1940,2,2480,13.4,13.4,1.8,8.2,13.4,26.6,7,7,0,0,1970,36,0,48,2480,1,36
'DRAW                    ','US 180            ',32433942,100574993,1940,3,2480,13.4,18.9,1.8,8.2,18.9,26.6,7,7,0,0,1970,36,0,48,2480,1,36
'DRAW                    ','US 180            ',32442512,101101034,1940,2,1300,12.8,12.8,1.8,8.2,12.8,26,7,7,0,0,1986,26,0,32,1300,1,26
'DRAW                    ','US 180            ',32441774,101092308,1940,2,1300,12.8,12.8,2.1,9.4,12.8,26,8,7,0,0,1986,26,0,32,1300,1,26
'DRAW                    ','US 180            ',32440793,101081723,1940,2,1300,12.8,12.8,1.8,6.7,12.8,26,7,7,0,0,1986,26,0,32,1300,1,26
'DRAW                    ','US 180            ',32434714,101041223,1940,2,1300,12.8,12.8,2.1,10.1,12.8,26,7,6,0,0,1986,26,1,32,1300,1,26
'DRAW                    ','US 180            ',32421591,100514740,1940,2,1600,12.8,12.8,3,10.1,0,0,7,7,0,0,1976,17,0,42,1600,1,17
'DRAW                    ','US 180            ',32421486,100500984,1940,2,1600,12.8,19.5,2.1,30.2,0,0,6,6,0,0,1976,17,1,42,1600,1,17
'DRAW                    ','US 180            ',32431242,100444098,1940,2,1450,12.2,12.8,3,7,12.8,13.6,7,7,0,0,0,24,0,78,1450,0,24
'DRAW                    ','US 180            ',32433791,100423674,1940,2,1450,12.8,12.8,3,10.1,0,0,6,7,0,0,1981,24,0,37,1450,1,24
'LLOYD HOLLOW CREEK      ','SH 208            ',32414354,100524357,1938,2,2150,12.8,12.2,2.1,9.4,12.2,12.8,7,7,0,0,1987,7,0,31,2150,1,7
'HORSE HOLLOW CREEK      ','SH 208            ',32400299,100530549,1943,2,1880,12.8,12.2,2.7,44.8,12.2,12.8,7,7,0,0,1987,17,0,31,1880,1,17
'DEEP CREEK              ','FM 612            ',32532088,101073445,1963,2,340,9.1,9.8,2.4,13.1,9.8,10.2,7,7,0,0,0,26,0,55,340,0,26
'DRAW                    ','SH 350            ',32392619,100564116,1950,2,2600,13.4,13.4,1.5,8.5,13.4,23.3,7,6,0,0,1970,21,1,48,2600,1,21
'DRAW                    ','SH 350            ',32410268,100552549,1950,2,7460,13.4,13.4,1.5,7.3,13.4,24.1,8,7,0,0,1970,13,0,48,7460,1,13
'DRAW                    ','SH 350            ',32413714,100550901,1950,5,7460,20.7,20.6,2.1,11.9,20.6,27.4,7,7,0,0,2003,13,0,15,7460,1,13
'BLUFF CREEK             ','FM 1606           ',32411139,101030977,1952,2,240,6.7,7.7,2.4,15.9,7.7,8.4,6,6,0,0,0,23,1,66,240,0,23
'ECHOLS CREEK            ','FM 1606           ',32342862,100571303,1953,2,690,7.3,8.5,3,13.1,8.5,11,6,7,0,0,2017,18,0,1,690,1,18
'WILDCAT DRAW            ','FM 1606           ',32342539,100504516,1953,2,310,7.9,9.1,2.4,7.9,9.1,9.5,7,6,0,0,0,15,1,65,310,0,15
'DRAW                    ','FM 1606           ',32342328,100502866,1953,2,310,7.9,9.1,1.8,10.4,9.1,9.5,6,5,0,0,0,15,1,65,310,0,15
'WILDCAT DRAW            ','FM 1606           ',32342480,100501081,1953,2,310,7.9,9.1,2.4,7.9,9.1,9.5,6,5,0,0,0,15,1,65,310,0,15
'WILDCAT DRAW            ','FM 1606           ',32342350,100494815,1953,2,310,7.9,9.1,1.8,8.2,9.1,10.2,6,6,0,0,0,15,1,65,310,0,15
'DEEP CREEK              ','FM 1611           ',32463257,100573968,1952,2,1190,12.2,13.3,3,9.8,13.3,14,7,7,0,0,1986,26,0,32,1190,1,26
'DRAW                    ','FM 1611           ',32444690,100574462,1963,2,1880,11.6,13.3,2.4,27.1,13.3,14.2,6,6,0,0,1986,26,1,32,1880,1,26
'DRAW                    ','FM 1605           ',32421557,100530656,1961,5,4930,22.3,22.3,3,19.5,22.3,30.3,7,7,0,0,2001,6,0,17,4930,1,6
'CANYON CREEK            ','FM 1609           ',32362747,101000486,1959,2,390,7,7,1.8,12.2,7,9.5,7,6,0,0,0,24,1,59,390,0,24
'CANYON CREEK            ','FM 1609           ',32355871,101000570,1959,2,390,6.7,6.7,2.7,16.8,6.7,9.5,7,7,0,0,0,24,0,59,390,0,24
'BULL CREEK              ','FM 1610           ',32380981,101070845,1954,2,110,9.8,9.1,3,9.4,9.1,9.5,7,6,0,0,0,40,1,64,110,0,40
'CHIMNEY CREEK           ','FM 1610           ',32392627,101065897,1954,2,110,9.8,11.5,1.8,8.2,11.5,12,7,6,0,0,0,40,1,64,110,0,40
'DRAW                    ','FM 1614           ',32442211,100410622,1981,2,50,6.4,15.9,1.8,10.1,15.9,16.2,7,7,0,0,0,14,0,37,50,0,14
'DRAW                    ','FM 1298           ',32355064,101074328,1956,2,90,6.7,6.7,1.5,9.8,6.7,11.4,7,7,0,0,0,22,0,62,90,0,22
'DRAW                    ','FM 1673           ',32435925,100494153,1996,2,640,11,14,1.5,6.7,0,0,7,7,0,0,0,15,0,22,640,0,15
'DRAW                    ','FM 1673           ',32414240,100484859,1996,2,460,10.1,10.4,1.8,17.7,0,0,7,7,0,0,0,15,0,22,460,0,15
'DRY RUN CREEK           ','DENSON RD         ',32360815,100515418,1958,2,100,6.1,10.4,2.4,8.2,10.4,10.8,7,7,0,0,0,0,0,60,100,0,0
'CANYON CREEK            ','BLOCK LINE RD     ',32344572,100580351,1957,2,300,6.1,8.2,1.8,14.3,8.2,8.6,6,6,0,0,0,15,1,61,300,0,15
'CANYON CREEK            ','BLOCK LINE RD     ',32402407,100575315,1960,2,600,6.7,8.5,2.1,9.4,8.5,8.9,7,6,0,0,0,15,1,58,600,0,15
'DRAW                    ','CO RD 253         ',32483810,100594131,1960,2,150,6.7,6.7,3.7,7.6,6.7,11.3,7,7,0,0,0,15,0,58,150,0,15
'BLUFF CREEK             ','CO RD 3102        ',32420058,101032600,1965,2,140,6.1,8.5,2.7,18,8.5,8.9,6,6,0,0,0,15,1,53,140,0,15
'BLUFF CREEK             ','CO RD 3146        ',32364347,101023476,1989,2,100,7.3,8.4,3,13.1,8.4,9.1,6,7,0,0,0,0,0,29,100,0,0
'BLUFF CREEK             ','CO RD 3104        ',32392308,101035414,1965,2,100,7.3,8.5,3,6.7,8.5,8.9,6,6,0,0,0,0,1,53,100,0,0
'COLORADO RIVER TRIBUTARY','CO RD 3125        ',32335240,101024441,1965,2,100,7.9,8.5,3,6.7,8.5,8.9,5,6,0,0,0,0,1,53,100,0,0
'DRAW                    ','CO RD 2126        ',32512971,101015688,1965,2,312,7.3,11,2.4,18.6,11,11.4,6,7,0,0,0,0,0,53,312,0,0
'DEEP CREEK TRIB         ','COLLEGE AVE       ',32405660,100550915,1976,2,3660,12.2,12.2,1.5,10.4,0,0,7,7,0,0,0,0,0,42,3660,0,0
'DRY RUN CREEK           ','24TH ST           ',32430538,100544933,1950,2,500,11,11,2.4,8.2,11,13.4,6,7,0,0,0,5,0,68,500,0,5
'DEEP CREEK              ','26TH ST           ',32425833,100551235,1940,2,2520,16.5,17,3.7,12.5,17,19.5,5,4,0,0,1955,6,1,63,2520,1,6
'DRY RUN CREEK           ','26TH ST           ',32425751,100544762,1950,2,1884,17.1,17,2.4,11,17,19.4,7,7,0,0,1970,8,0,48,1884,1,8
'DRY RUN CREEK           ','27TH ST           ',32425426,100544640,1997,2,500,11,10.9,3,13.1,10.9,13.4,7,7,0,0,0,6,0,21,500,0,6
'Deep Creek              ','28th Street       ',32425101,100550901,1980,2,200,10.1,10,1.8,14.9,10,10.6,7,6,0,0,0,0,1,38,200,0,0
'DRY RUN CREEK           ','28TH ST           ',32425047,100544630,1950,2,570,11,10.9,3,10.1,10.9,13.4,6,7,0,0,0,8,0,68,570,0,8
'DRAW                    ','SH 351            ',32313710,99361411,1929,2,3130,12.2,12.2,0.9,6.4,0,0,7,7,0,0,1962,18,0,56,3130,1,18
'DRAW                    ','SH 351            ',32314657,99355949,1929,2,3130,12.2,12.2,1.2,7,0,0,7,7,0,0,1962,18,0,56,3130,1,18
'DRAW                    ','SH 351            ',32360194,99294944,1929,2,2180,12.2,12.2,1.8,8.2,0,0,7,7,0,0,1962,16,0,56,2180,1,16
'DRAW                    ','SH 351            ',32363365,99290953,1928,2,2180,12.2,12.2,1.8,10.1,0,0,6,6,0,0,1962,16,1,56,2180,1,16
'DRAW                    ','SH 351            ',32365144,99284862,1928,2,2180,12.2,12.2,1.2,6.7,0,0,7,7,0,0,1962,16,0,56,2180,1,16
'DRAW                    ','SH 351            ',32373879,99281085,1928,2,2180,12.2,12.2,1.5,8.2,0,0,5,5,0,0,1962,16,1,56,2180,1,16
'LISTERINE CREEK         ','SH 351            ',32335518,99323626,1929,2,2180,12.2,12.2,3,9.4,0,0,6,6,0,0,1962,16,1,56,2180,1,16
'DRAW                    ','SH 351            ',32351688,99304797,1962,2,2180,12.2,12.2,3,9.4,0,0,7,6,0,0,0,16,1,56,2180,0,16
'DRAW                    ','US 180            ',32440214,99155244,1926,2,2090,13.4,13.4,3,9.8,0,0,6,6,0,0,1964,28,1,54,2090,1,28
'DRAW                    ','US 180            ',32451079,99124629,1926,2,2090,13.4,13.4,1.5,6.7,0,0,6,6,0,0,1964,28,1,54,2090,1,28
'DRAW                    ','US 180            ',32454237,99084329,1926,2,2090,13.4,13.4,3,6.4,0,0,6,6,0,0,1964,28,1,54,2090,1,28
'HUBBARD CREEK RELIEF    ','US 180            ',32454099,99053716,1926,2,2160,14,14,3,9.8,0,0,7,6,0,0,1964,28,1,54,2160,1,28
'SNALEM CREEK            ','US 180            ',32443050,99141646,1938,2,2090,13.4,13.3,3,13.1,13.3,14.3,6,6,0,0,1964,28,1,54,2090,1,28
'DRAW                    ','FM 601            ',32391146,99070775,1961,2,50,6.4,6.4,1.8,7.9,0,0,7,6,0,0,0,26,1,57,50,0,26
'SNALEM CRK              ','US 283 MN LN      ',32451231,99164027,1956,2,890,9.8,9.8,1.8,10.1,9.8,17.5,7,6,0,0,1980,34,1,38,890,1,34
'DRAW                    ','SH 6              ',32432240,99173446,1926,2,1500,12.8,12.1,3,10.1,12.1,12.8,7,6,0,0,1955,28,1,63,1500,1,28
'POST OAK CREEK BRANCH   ','SH 6              ',32323244,99094039,1957,2,740,12.2,11.8,3,6.4,11.8,12.6,7,6,0,0,0,28,1,61,740,0,28
'POST OAK CREEK BRANCH   ','SH 6              ',32321917,99093250,1957,2,740,12.2,11.8,3,14.9,11.8,12.4,6,6,0,0,0,28,1,61,740,0,28
'DRAW                    ','US 283            ',32420058,99180535,1934,2,1280,12.2,12.2,1.2,8.2,12.2,17.6,8,7,0,0,2003,11,0,15,1280,1,11
'DRAW                    ','US 283            ',32412350,99180487,1934,2,540,12.2,12.2,1.2,9.4,0,0,7,7,0,0,2003,27,0,15,540,1,27
'INDIAN CREEK            ','US 283            ',32382737,99180440,1938,2,410,12.2,12.2,1.8,7.9,12.2,18,7,7,0,0,2003,27,0,15,410,1,27
'DRAW                    ','US 283            ',32370214,99180377,1938,2,410,12.2,12.2,1.5,6.7,0,0,7,7,0,0,2003,27,0,15,410,1,27
'DRAW                    ','US 283            ',32352382,99180264,1941,2,410,12.2,12.2,3,16.2,0,0,7,7,0,0,2003,27,0,15,410,1,27
'DRAW                    ','US 283            ',32341582,99182182,1941,2,410,12.2,12.2,1.5,10.1,0,0,7,7,0,0,2003,27,0,15,410,1,27
'DRAW                    ','US 283            ',32330714,99190833,1941,2,370,12.2,12.2,3,9.8,0,0,7,7,0,0,2003,27,0,15,370,1,27
'DRAW                    ','US 283            ',32320605,99202134,1944,2,460,12.2,12.2,2.1,9.1,0,0,7,6,0,0,2003,27,1,15,460,1,27
'DRAW                    ','US 283            ',32410723,99175808,1956,2,540,12.2,12.2,3,6.4,12.2,20,7,7,0,0,2003,27,0,15,540,1,27
'DRAW                    ','FM 880            ',32310106,99093887,1926,2,60,7.3,9.8,3,12.8,9.8,10.5,7,6,0,0,1989,15,1,29,60,1,15
'PINTO CREEK             ','FM 142            ',32523023,99355874,1953,2,110,7.3,7.3,1.8,11.9,7.3,8.4,6,7,0,0,0,18,0,65,110,0,18
'DRAW                    ','FM 142            ',32492518,99361760,1960,2,110,6.7,6.7,2.4,11,0,0,7,5,0,0,0,18,1,58,110,0,18
'POST OAK CREEK          ','FM 576            ',32333216,99092504,1961,2,230,6.7,6.7,3,9.4,6.7,10.1,6,6,0,0,0,8,1,57,230,0,8
'HUBBARD CREEK           ','FM 576            ',32323250,99191003,1957,2,170,6.7,8.4,3,16.2,8.3,8.9,5,6,0,0,0,24,1,61,170,0,24
'DRAW                    ','FM 576            ',32323936,99111145,1959,2,170,6.7,8.9,2.7,13.4,8.9,9.5,7,6,0,0,0,24,1,59,170,0,24
'DRAW                    ','FM 576            ',32324048,99113982,1959,2,170,6.7,8.9,2.7,16.5,8.9,9.5,6,7,0,0,0,24,0,59,170,0,24
'DRAW                    ','FM 576            ',32323973,99123664,1964,2,170,6.7,9.5,2.4,7.6,9.5,10.2,7,7,0,0,0,24,0,54,170,0,24
'DRAW                    ','FM 576            ',32321283,99170619,1955,2,170,6.7,8.9,3,9.4,8.9,9.5,6,6,0,0,0,24,1,63,170,0,24
'COOK CREEK              ','FM 1084           ',32445330,99200746,1968,2,190,7.9,9.1,1.8,11.3,9.1,10.6,6,5,0,0,0,7,1,50,190,0,7
'COOK CREEK              ','FM 1084           ',32455634,99202985,1968,2,190,6.7,9,2.4,7.6,9,9.7,7,7,0,0,0,7,0,50,190,0,7
'DRAW                    ','FM 2408           ',32323911,99093631,1959,2,180,6.1,6.1,3,9.4,6.1,10.2,6,6,0,0,0,29,1,59,180,0,29
'DRAW                    ','FM 2408           ',32331038,99060164,1945,2,50,6.7,6.7,1.8,7.9,0,0,6,6,0,0,1959,6,1,59,50,1,6
'DRAW                    ','FM 2482           ',32471448,99151908,1959,2,140,7.9,7.9,2.1,6.7,7.9,10.1,7,7,0,0,0,7,0,59,140,0,7
'KU CRK                  ','US 83             ',33111426,100150105,1932,2,950,12.8,13.8,3,6.4,13.8,15,7,5,0,0,1956,25,1,62,950,1,25
'TONK CREEK              ','US 83             ',33063789,100132470,1932,2,1680,12.8,13.7,3,6.4,13.7,14.4,7,7,0,0,1957,25,0,61,1680,1,25
'DRAW                    ','US 83             ',32593787,100102616,1932,2,1380,12.8,16.8,3,6.4,0,0,7,7,0,0,1957,25,0,61,1380,1,25
'DRAINAGE DITCH          ','US 380            ',33122409,100180622,1936,2,920,12.2,17.1,1.5,10.1,12.2,17.8,6,7,0,0,1989,11,0,29,920,1,11
'KU CREEK                ','US 380            ',33110954,100153460,1936,2,910,12.2,14.9,1.5,6.7,12.2,15.9,7,7,0,0,1989,11,0,29,910,1,11
'DRAINAGE DITCH          ','US 380            ',33122583,100185363,1952,2,920,12.2,17.7,1.5,9.1,0,0,5,6,0,0,0,11,1,66,920,0,11
'TURTLE CRK              ','US 83 / US 380    ',33100319,100142849,1932,2,1460,12.8,13.1,2.4,7.9,13.1,13.8,7,5,0,0,1955,25,1,63,1460,1,25
'DRAINAGE DITCH          ','US 380            ',33072966,100081508,1936,2,1160,12.2,14.6,2.1,6.7,14.6,16.6,8,7,0,0,1997,13,0,21,1160,1,13
'DRAINAGE DITCH          ','SH 283            ',33050221,99593628,1934,2,380,12.2,16.2,2.4,7.6,12.2,16.6,7,6,0,0,2002,12,1,16,380,1,12
'TRIB OF STINKING CRK    ','FM 2211           ',33082107,100233090,1962,2,100,7.3,7.3,1.8,9.8,0,0,6,7,0,0,0,36,0,56,100,0,36
'DRAW                    ','US 380            ',33085936,100014771,1941,2,810,13.7,16.8,1.5,6.7,0,0,7,7,0,0,1997,11,0,21,810,1,11
'DRAW                    ','US 380            ',33102706,99592518,1941,2,840,13.7,18.5,3,6.4,18.5,23.6,6,7,0,0,1997,11,0,21,840,1,11
'TRIB OF SALT CREEK      ','FM 610            ',33040345,100201870,1948,2,200,6.4,6.4,1.8,11.9,0,0,7,7,0,0,1963,37,0,55,200,1,37
'TRIB OF SALT CREEK      ','FM 610            ',33042214,100194730,1948,2,200,6.4,6.4,1.8,7.9,0,0,6,6,0,0,1963,37,1,55,200,1,37
'DRAW                    ','FM 1835           ',33053247,100031045,1958,2,180,7.3,9.8,3,9.4,7.4,10.2,7,7,0,0,0,29,0,60,180,0,29
'DRAW                    ','FM 1835           ',33011145,100050910,1960,2,150,7.3,7.3,3,6.4,7.3,10.2,7,6,0,0,0,18,1,58,150,0,18
'TRIB OF STINKING CRK    ','FM 2211           ',33080804,100230767,1956,2,100,6.1,6.1,1.8,9.8,0,0,6,5,0,0,0,36,1,62,100,0,36
'STINKING CRK            ','FM 2211           ',33080730,100215300,1956,2,100,6.1,8.5,1.8,9.8,6.1,8.9,7,7,0,0,0,36,0,62,100,0,36
'TRIB OF STINKING CRK    ','FM 2211           ',33080531,100184266,1956,2,160,6.1,8.5,1.5,6.7,6.1,8.9,7,6,0,0,0,37,1,62,160,0,37
'COTTON CREEK            ','CR 340            ',33171835,100255720,2005,2,50,6.1,7.2,3,32.3,7.2,7.9,6,7,0,0,0,0,0,13,50,0,0
'DRAW                    ','CR 214            ',33155494,100125822,1955,1,50,5.5,5.5,3,6.7,0,0,6,6,0,0,0,0,1,63,50,0,0
'TONK CREEK              ','CR 100            ',33064565,100130089,1964,1,50,5.5,6,2.4,7.9,6,6.4,8,6,0,0,0,0,1,54,50,0,0
'STINKING CREEK          ','CR 409            ',33105235,100184337,1997,2,50,5.5,7.2,2.4,18.3,7.2,7.9,7,7,0,0,0,0,0,21,50,0,0
'STINKING CREEK          ','CR 411            ',33104633,100191503,2003,2,100,6.1,7.2,2.4,15.9,7.2,7.9,8,7,0,0,0,0,0,15,100,0,0
'NOODLE CREEK            ','IH 20 & FR        ',32293019,100070348,1958,8,22360,36,11.6,3,22.6,0,0,7,6,1,0,0,35,1,60,22360,0,35
'BITTER CREEK            ','IH 20 & FR        ',32285300,100045198,1958,8,22590,37.2,11.6,2.7,14.3,0,0,6,6,1,0,1977,32,1,41,22590,1,32
'LITTLE BITTER CREEK     ','IH 20 & NFR       ',32284329,100034899,1957,6,22590,29.3,11.6,3,12.8,0,0,7,6,1,0,1977,32,1,41,22590,1,32
'DRAW                    ','IH 20 & SFR       ',32283628,100031900,1957,6,22590,30.5,11.6,2.4,10.4,0,0,7,5,1,0,1958,32,1,60,22590,1,32
'MULBERRY CREEK BRANCH   ','IH 20 & FR        ',32273821,99561881,1927,8,24800,39,11.6,2.4,7.6,0,0,7,6,1,0,1977,31,1,41,24800,1,31
'DRAW                    ','IH 20 NFR         ',32283869,100031850,1958,2,220,6.1,9.1,2.4,10.4,9.1,9.5,6,6,0,0,0,33,1,60,220,0,33
'DRAW                    ','IH 20 & NFR       ',32283008,100014220,1958,6,22480,29.9,11.6,2.4,15.5,0,0,7,6,1,0,1977,32,1,41,22480,1,32
'DRAW                    ','IH 20 SFR         ',32282810,100014138,1958,2,150,6.7,9.1,2.4,15.5,9.1,9.5,7,6,0,0,0,33,1,60,150,0,33
'E FORK BITTER CREEK     ','IH 20 & FR        ',32283696,100002026,1958,8,23520,37.8,11.6,2.1,22.9,0,0,6,6,1,0,1977,32,1,41,23520,1,32
'DRAW                    ','IH 20 & FR        ',32280053,99585369,1958,8,23050,37.8,11.6,2.4,7.6,0,0,6,5,1,0,1977,36,1,41,23050,1,36
'BULL WAGON CREEK        ','IH 20             ',32273222,99544267,1957,4,25410,23.2,11.6,3,19.2,23.2,45,7,6,1,0,1977,29,1,41,25410,1,29
'INDIAN CREEK            ','IH 20 & NFR       ',32273309,99524183,1957,6,25410,30.5,11.3,1.8,9.8,0,0,7,6,1,0,2000,29,1,18,25410,1,29
'Elm Creek Relief        ','IH 20             ',32284501,99465850,1961,4,19370,23.2,11.6,2.7,37.5,0,0,8,5,1,0,0,31,1,57,19370,0,31
'ELM CREEK RELIEF        ','IH 20             ',32284926,99464381,1961,5,19370,23.2,18.9,2.4,25.3,0,0,7,6,1,0,2009,31,1,9,19370,1,31
'ELM CREEK RELIEF        ','IH 20             ',32285042,99463976,1961,4,19370,23.2,11.6,2.7,36.9,0,0,8,6,1,0,0,31,1,57,19370,0,31
'ELM CREEK RELIEF        ','IH 20             ',32285189,99463476,1961,5,19370,26.2,14.6,2.7,36.9,0,0,8,6,1,0,0,31,1,57,19370,0,31
'DRAW                    ','IH 20 WB CONN     ',32291153,99455787,1961,1,3510,11.6,11.4,2.4,12.8,11.4,16.6,7,7,1,0,0,27,0,57,3510,0,27
'DRAW                    ','IH 20 EB          ',32290013,99455590,1961,3,17580,18.9,15.4,2.1,39.9,0,0,7,7,1,0,0,27,0,57,17580,0,27
'DRAW                    ','IH 20 WB CONN     ',32290710,99455520,1961,1,3510,11.6,11.4,2.1,54.9,11.4,19.1,7,7,1,0,0,27,0,57,3510,0,27
'DRAW                    ','IH 20 WB          ',32290389,99455509,1961,2,17580,11.6,11.6,2.1,39.9,0,0,8,7,1,0,2009,27,0,9,17580,1,27
'DRAW                    ','IH 20             ',32291117,99453406,1961,4,35170,23.2,11.6,2.1,29,0,0,7,6,1,0,0,27,1,57,35170,0,27
'DRAW                    ','IH 20 WB FR       ',32291209,99453403,1961,2,1980,9.8,9.7,2.1,29,9.7,15.6,6,7,0,0,0,3,0,57,1980,0,3
'DRAW                    ','IH 20             ',32275134,99405190,1961,5,21230,28.3,16.8,2.4,13.1,0,0,7,6,1,0,2014,27,1,4,21230,1,27
'DRAW                    ','IH 20 ML & N FR   ',32263864,99390859,1961,6,21700,30.5,11.6,2.7,17.4,30.5,61,7,7,1,0,1996,27,0,22,21700,1,27
'Draw                    ','IH 20 NFR         ',32275171,99405066,1964,2,4810,8.5,8.7,2.4,18.6,8.7,11.5,6,7,0,0,0,27,0,54,4810,0,27
'DRAW                    ','IH 20 SFR         ',32275032,99405352,1964,2,3950,8.5,8.6,2.4,18.6,8.6,11.4,7,7,0,0,0,28,0,54,3950,0,28
'DRAW                    ','IH 20 S FRTG RD   ',32263692,99391025,1961,2,660,7.3,8.3,2.7,17.4,8.3,10.8,7,7,0,0,0,26,0,57,660,0,26
'DRAINAGE DITCH          ','IH 20             ',32292616,99443293,1961,4,35170,26.8,13.4,1.5,6.7,0,0,8,6,1,0,0,27,1,57,35170,0,27
'CEDAR CREEK             ','IH 20 ML & N FR   ',32292194,99430891,1961,6,26510,30.5,11.6,2.4,15.5,30.5,64,7,6,1,0,0,27,1,57,26510,0,27
'CEDAR CREEK             ','IH 20 S FRTG RD   ',32291828,99430363,1964,2,810,7.3,11,2.4,15.5,11,11.4,7,7,0,0,0,25,0,54,810,0,25
'E FORK BITTER CREEK     ','BUS LP 20 (P)     ',32280989,100001211,1921,2,2980,11,11.6,3,9.8,11.6,12,6,5,0,0,1950,38,1,68,2980,1,38
'Little Elm Creek Branch ','US 84 / BUS 20    ',32271533,99484200,1928,6,5240,37.2,11.6,2.7,46.3,0,0,7,6,1,0,2010,8,1,8,5240,1,8
'Draw                    ','US 84 EB          ',32271188,99480506,1957,2,8490,11,11.3,2.4,26.5,11.3,13.8,7,6,1,0,0,12,1,61,8490,0,12
'MOORE SLOUGH            ','BUS LOOP 20 (R)   ',32270558,99462494,1928,5,14470,21.9,21.9,1.5,17.7,21.9,22.6,7,6,1,0,1959,7,1,59,14470,1,7
'CATCLAW CREEK           ','BUS LOOP 20 (R)   ',32270031,99450967,1928,5,10940,18.3,18.3,2.4,27.4,18.3,22.3,6,6,1,0,1959,11,1,59,10940,1,11
